Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,passChiave,passChiave_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,assist,assist_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,perdePalla,perdePalla_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,duelli,duelli_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,interventoPositivo,interventoPositivo_MEAN,retiSub,retiSub_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,thirdPass,thirdPass_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,palleLaterali,palleLaterali_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,falliSubiti,falliSubiti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,ammonizioni,ammonizioni_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,interventoNegativo,interventoNegativo_MEAN,autogol,autogol_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,golProcurati,golProcurati_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,cutBack,cutBack_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoRimessa,golSviluppoRimessa_PERC,golSviluppoRimessa_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN
23830,FLORIAN,WIRTZ,WIRTZ F.,03-05-2003,2023,219,55,9,2.25,2,22.22%,0.50,148,37.00,6,4.05%,1.50,139,93.92%,34.75,3,50.00%,0.75,150,37.50,2,1.33%,0.50,1,0.25,5,1.25,1,20.00%,0.25,20,5.00,7,1.75,3,15.00%,0.75,1,14.29%,0.25,10,2.50,5,50.00%,1.25,2,0.50,1,50.00%,0.25,37,9.25,14,37.84%,3.50,8,57.14%,2.00,15,107.14%,3.75,4,10.81%,1.00,1,25.00%,0.25,16,43.24%,4.00,6,37.50%,1.50,4,1.00,,,1,0.25,0.421,0.105,0.322,0.081,1.525,0.381,0.246,0.062,1.169,0.292,-0.099,-0.025,0.421,0.105,0.263,0.066,5,1.25,2,40.00%,0.50,2,40.00%,0.50,3,60.00%,0.75,21,14.00%,5.25,,,,,,,,,1,0.25,,,,,,,,,2,0.50,1,2.70%,0.25,1,0.25,2,0.50,1,50.00%,0.25,,,,3,0.75,1,33.33%,0.25,2,66.67%,0.50,1,50.00%,0.25,1,14.29%,0.25,2,10.00%,0.50,,,,1,20.00%,0.25,,,,1,100.00%,0.25,,,1,4.76%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,1,100.00%,0.25,,,,1,100.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,
11389,TRENT,ALEXANDER-ARNOLD,ALEXANDER-ARNOLD T.,07-10-1998,2023,136,45,8,2.67,1,12.50%,0.33,98,32.67,10,10.20%,3.33,83,84.69%,27.67,4,40.00%,1.33,90,30.00,1,1.11%,0.33,2,0.67,2,0.67,1,50.00%,0.33,13,4.33,9,3.00,6,46.15%,2.00,2,22.22%,0.67,4,1.33,2,50.00%,0.67,3,1.00,2,66.67%,0.67,18,6.00,10,55.56%,3.33,3,30.00%,1.00,1,10.00%,0.33,2,11.11%,0.67,2,100.00%,0.67,6,33.33%,2.00,3,50.00%,1.00,1,0.33,1,0.33,1,0.33,0.154,0.051,0.198,0.066,1.434,0.478,0.127,0.042,1.466,0.489,0.043,0.014,0.154,0.051,0.000,0.000,4,1.33,2,50.00%,0.67,,,,4,100.00%,1.33,4,4.44%,1.33,,,,,,,,,2,0.67,,,,,,,,,3,1.00,2,11.11%,0.67,2,0.67,,,2,100.00%,0.67,1,50.00%,0.33,1,0.33,,,,1,100.00%,0.33,,,,2,22.22%,0.67,2,15.38%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24532,JUDE,BELLINGHAM,BELLINGHAM J.,29-06-2003,2023,394,98,7,1.75,2,28.57%,0.50,211,52.75,12,5.69%,3.00,193,91.47%,48.25,5,41.67%,1.25,224,56.00,15,6.70%,3.75,2,0.50,2,0.50,2,100.00%,0.50,27,6.75,10,2.50,6,22.22%,1.50,5,50.00%,1.25,20,5.00,13,65.00%,3.25,7,1.75,3,42.86%,0.75,76,19.00,37,48.68%,9.25,23,62.16%,5.75,29,78.38%,7.25,10,13.16%,2.50,,,,26,34.21%,6.50,11,42.31%,2.75,4,1.00,,,2,0.50,0.617,0.154,1.347,0.337,2.959,0.740,0.091,0.023,0.918,0.230,0.730,0.183,0.617,0.154,0.000,0.000,2,0.50,2,100.00%,0.50,2,100.00%,0.50,,,,16,7.14%,4.00,,,,,,,,,3,0.75,,,,,,,,,5,1.25,9,11.84%,2.25,9,2.25,1,0.25,,,,,,,1,0.25,1,100.00%,0.25,,,,2,100.00%,0.50,4,40.00%,1.00,2,7.41%,0.50,2,100.00%,0.50,2,100.00%,0.50,2,100.00%,0.50,1,50.00%,0.25,1,0.25,3,18.75%,0.75,1,0.25,,,1,50.00%,0.25,1,50.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30194,JARROD,BOWEN,BOWEN J.,20-12-1996,2023,43,22,1,0.50,1,100.00%,0.50,15,7.50,4,26.67%,2.00,11,73.33%,5.50,2,50.00%,1.00,19,9.50,,,,3,1.50,1,0.50,1,100.00%,0.50,5,2.50,1,0.50,1,20.00%,0.50,,,,3,1.50,1,33.33%,0.50,1,0.50,1,100.00%,0.50,17,8.50,7,41.18%,3.50,2,28.57%,1.00,8,114.29%,4.00,6,35.29%,3.00,1,16.67%,0.50,5,29.41%,2.50,4,80.00%,2.00,1,0.50,,,,,0.000,0.000,0.000,0.000,0.846,0.423,0.071,0.036,0.846,0.423,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,5.26%,0.50,,,,,,,,,1,0.50,,,,,,,,,1,0.50,1,5.88%,0.50,1,0.50,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,3,100.00%,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25678,EBERECHI,EZE,EZE E.,29-06-1998,2023,71,35,1,0.50,,,,19,9.50,4,21.05%,2.00,12,63.16%,6.00,2,50.00%,1.00,21,10.50,,,,,,,,,,,7,3.50,2,1.00,,,,1,50.00%,0.50,7,3.50,6,85.71%,3.00,1,0.50,1,100.00%,0.50,19,9.50,11,57.89%,5.50,8,72.73%,4.00,7,63.64%,3.50,4,21.05%,2.00,,,,2,10.53%,1.00,1,50.00%,0.50,1,0.50,,,,,0.000,0.000,0.000,0.000,0.896,0.448,0.000,0.000,0.423,0.212,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,4,21.05%,2.00,4,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15748,PHILIP WALTER,FODEN,FODEN P.,28-05-2000,2023,353,88,9,2.25,3,33.33%,0.75,228,57.00,25,10.96%,6.25,196,85.96%,49.00,9,36.00%,2.25,219,54.75,6,2.74%,1.50,4,1.00,5,1.25,3,60.00%,0.75,31,7.75,12,3.00,7,22.58%,1.75,3,25.00%,0.75,10,2.50,7,70.00%,1.75,7,1.75,5,71.43%,1.25,40,10.00,17,42.50%,4.25,12,70.59%,3.00,15,88.24%,3.75,4,10.00%,1.00,1,25.00%,0.25,15,37.50%,3.75,3,20.00%,0.75,,,,,2,0.50,0.513,0.128,0.861,0.215,4.787,1.197,0.248,0.062,4.168,1.042,0.347,0.087,0.513,0.128,0.290,0.073,8,2.00,4,50.00%,1.00,1,12.50%,0.25,7,87.50%,1.75,13,5.94%,3.25,,,,,,,,,5,1.25,2,0.50,,,,,,,8,2.00,4,10.00%,1.00,4,1.00,3,0.75,4,100.00%,1.00,1,20.00%,0.25,4,1.00,,,,4,100.00%,1.00,,,,1,8.33%,0.25,2,6.45%,0.50,1,25.00%,0.25,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25676,CONOR,GALLAGHER,GALLAGHER C.,06-02-2000,2023,126,32,,,,,,54,13.50,,,,46,85.19%,11.50,,,,50,12.50,,,,,,,,,,,9,2.25,8,2.00,4,44.44%,1.00,3,37.50%,0.75,2,0.50,1,50.00%,0.25,5,1.25,5,100.00%,1.25,32,8.00,13,40.63%,3.25,9,69.23%,2.25,12,92.31%,3.00,5,15.63%,1.25,3,60.00%,0.75,11,34.38%,2.75,4,36.36%,1.00,5,1.25,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.100,-0.025,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,2.00%,0.25,,,,,,,,,,,,,,,,,,,,,5,15.63%,1.25,5,1.25,,,,,,,,,1,0.25,1,100.00%,0.25,,,,,,,1,12.50%,0.25,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35362,ANTHONY,GORDON,GORDON A.,24-02-2001,2023,5,5,2,2.00,,,,3,3.00,,,,3,100.00%,3.00,,,,3,3.00,,,,,,1,1.00,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673,MARC,GUEHI,GUEHI M.,13-07-2000,2023,418,105,5,1.25,1,20.00%,0.25,331,82.75,4,1.21%,1.00,311,93.96%,77.75,2,50.00%,0.50,274,68.50,3,1.09%,0.75,22,5.50,1,0.25,1,100.00%,0.25,12,3.00,40,10.00,4,33.33%,1.00,11,27.50%,2.75,4,1.00,3,75.00%,0.75,4,1.00,3,75.00%,0.75,62,15.50,42,67.74%,10.50,7,16.67%,1.75,8,19.05%,2.00,30,48.39%,7.50,21,70.00%,5.25,15,24.19%,3.75,11,73.33%,2.75,3,0.75,2,0.50,2,0.50,0.000,0.000,0.000,0.000,1.523,0.381,0.098,0.025,0.627,0.157,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,1,100.00%,0.25,1,100.00%,0.25,,,,,,,,,,,,,,,6,9.68%,1.50,6,1.50,,,,,,,,,,,,,,,,,,,,1,2.50%,0.25,2,16.67%,0.50,,,,,,,,,,,,,2,0.50,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7345,HARRY,KANE,KANE H.,28-07-1993,2023,378,94,4,1.00,2,50.00%,0.50,66,16.50,11,16.67%,2.75,46,69.70%,11.50,4,36.36%,1.00,105,26.25,19,18.10%,4.75,12,3.00,3,0.75,1,33.33%,0.25,34,8.50,5,1.25,11,32.35%,2.75,1,20.00%,0.25,3,0.75,,,,2,0.50,2,100.00%,0.50,65,16.25,27,41.54%,6.75,17,62.96%,4.25,28,103.70%,7.00,27,41.54%,6.75,11,40.74%,2.75,22,33.85%,5.50,8,36.36%,2.00,3,0.75,1,0.25,2,0.50,2.601,0.650,3.264,0.816,2.626,0.657,0.106,0.027,2.188,0.547,0.662,0.166,2.601,0.650,0.829,0.207,11,2.75,8,72.73%,2.00,8,72.73%,2.00,3,27.27%,0.75,14,13.33%,3.50,,,,,,,,,3,0.75,,,,,,,,,3,0.75,8,12.31%,2.00,8,2.00,,,2,25.00%,0.50,,,,,,,,,,,,6,75.00%,1.50,,,,4,11.76%,1.00,10,83.33%,2.50,2,18.18%,0.50,2,100.00%,0.50,1,50.00%,0.25,,,5,35.71%,1.25,,,,,4,36.36%,1.00,1,50.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18.18%,0.50,1,50.00%,0.25,,,,,,,,,,,,,,,1,50.00%,0.25,,,,,,,,,,,,,,,,
18222,EZRI,KONSA,KONSA E.,23-10-1997,2023,16,16,,,,,,3,3.00,,,,2,66.67%,2.00,,,,3,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.147,0.147,0.000,0.000,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58426,KOBBIE BOATENG,MAINOO,MAINOO K.,19-04-2005,2023,145,48,2,0.67,1,50.00%,0.33,109,36.33,8,7.34%,2.67,103,94.50%,34.33,4,50.00%,1.33,99,33.00,3,3.03%,1.00,,,1,0.33,,,,2,0.67,10,3.33,,,,6,60.00%,2.00,4,1.33,3,75.00%,1.00,2,0.67,1,50.00%,0.33,18,6.00,9,50.00%,3.00,9,100.00%,3.00,7,77.78%,2.33,5,27.78%,1.67,2,40.00%,0.67,3,16.67%,1.00,1,33.33%,0.33,2,0.67,,,1,0.33,0.153,0.051,0.000,0.000,1.485,0.495,0.031,0.010,1.181,0.394,-0.153,-0.051,0.153,0.051,0.000,0.000,2,0.67,,,,,,,2,100.00%,0.67,7,7.07%,2.33,,,,,,,,,2,0.67,1,0.33,1,100.00%,0.33,,,,4,1.33,2,11.11%,0.67,2,0.67,,,,,,,,,1,0.33,,,,1,100.00%,0.33,,,,4,40.00%,1.33,,,,,,,,,,,,,,,,1,0.33,1,14.29%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24667,COLE,PALMER,PALMER C.,06-05-2002,2023,88,44,5,2.50,1,20.00%,0.50,48,24.00,12,25.00%,6.00,36,75.00%,18.00,7,58.33%,3.50,45,22.50,2,4.44%,1.00,1,0.50,,,,,,7,3.50,1,0.50,,,,,,,8,4.00,5,62.50%,2.50,,,,,,15,7.50,6,40.00%,3.00,6,100.00%,3.00,8,133.33%,4.00,,,,,,,4,26.67%,2.00,,,,2,1.00,,,,,0.078,0.039,0.450,0.225,2.051,1.026,0.000,0.000,1.872,0.936,0.371,0.186,0.078,0.039,0.000,0.000,1,0.50,1,100.00%,0.50,1,100.00%,0.50,,,,5,11.11%,2.50,,,,,,,,,5,2.50,,,,,,,,,5,2.50,1,6.67%,0.50,1,0.50,,,,,,1,20.00%,0.50,,,,,,,,,1,100.00%,0.50,,,,,,,1,100.00%,0.50,,,,,,,,,,,,2,40.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12802,JORDAN,PICKFORD,PICKFORD J.,07-03-1994,2023,418,105,2,0.50,,,,185,46.25,7,3.78%,1.75,166,89.73%,41.50,3,42.86%,0.75,124,31.00,,,,,,,,,,,12,3.00,12,3.00,2,16.67%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.50,0.000,0.000,0.000,0.000,2.034,0.509,0.000,0.000,1.782,0.446,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2.50,7,1.75,12,3.00,10,83.33%,2.50,43,10.75,83,20.75,31,72.09%,7.75,82,98.80%,20.50,59,14.75,21,35.59%,5.25,14,23.73%,3.50,10,100.00%,2.50,,,,2,0.50,24,40.68%,6.00,4.745,1.186,2.745,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22931,DECLAN,RICE,RICE D.,14-01-1999,2023,418,105,11,2.75,1,9.09%,0.25,303,75.75,14,4.62%,3.50,279,92.08%,69.75,5,35.71%,1.25,258,64.50,9,3.49%,2.25,3,0.75,3,0.75,1,33.33%,0.25,20,5.00,36,9.00,4,20.00%,1.00,10,27.78%,2.50,4,1.00,3,75.00%,0.75,8,2.00,3,37.50%,0.75,65,16.25,36,55.38%,9.00,15,41.67%,3.75,16,44.44%,4.00,19,29.23%,4.75,7,36.84%,1.75,29,44.62%,7.25,20,68.97%,5.00,4,1.00,,,2,0.50,0.196,0.049,0.315,0.079,2.849,0.712,0.129,0.032,0.538,0.135,0.119,0.030,0.196,0.049,0.030,0.008,3,0.75,1,33.33%,0.25,1,33.33%,0.25,2,66.67%,0.50,6,2.33%,1.50,,,,,,,,,1,0.25,,,,,,,,,2,0.50,1,1.54%,0.25,1,0.25,,,1,100.00%,0.25,1,100.00%,0.25,3,0.75,3,100.00%,0.75,,,,,,,5,13.89%,1.25,6,30.00%,1.50,,,,,,,,,,,,,,,1,16.67%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18698,BUKAYO,SAKA,SAKA B.,05-09-2001,2023,351,88,10,2.50,3,30.00%,0.75,158,39.50,18,11.39%,4.50,139,87.97%,34.75,10,55.56%,2.50,170,42.50,8,4.71%,2.00,7,1.75,5,1.25,1,20.00%,0.25,30,7.50,8,2.00,6,20.00%,1.50,2,25.00%,0.50,17,4.25,11,64.71%,2.75,2,0.50,,,,58,14.50,28,48.28%,7.00,23,82.14%,5.75,21,75.00%,5.25,12,20.69%,3.00,4,33.33%,1.00,17,29.31%,4.25,4,23.53%,1.00,4,1.00,,,2,0.50,0.245,0.061,0.313,0.078,3.349,0.837,0.204,0.051,2.723,0.681,0.068,0.017,0.245,0.061,0.189,0.047,4,1.00,1,25.00%,0.25,3,75.00%,0.75,1,25.00%,0.25,13,7.65%,3.25,1,20.00%,0.25,1,100.00%,0.25,,,9,2.25,,,,,,,,,14,3.50,7,12.07%,1.75,7,1.75,,,1,100.00%,0.25,3,33.33%,0.75,2,0.50,2,100.00%,0.50,,,,,,,,,,2,6.67%,0.50,3,42.86%,0.75,,,,,,,,,,,,2,15.38%,0.50,,,,,1,25.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.25,1,25.00%,0.25,,,,2,40.00%,0.50,,,,,,,,,1,20.00%,0.25,,,,,,,,,,,,,,,,,,,
10024,JOHN,STONES,STONES J.,28-05-1994,2023,418,105,8,2.00,,,,364,91.00,2,0.55%,0.50,342,93.96%,85.50,1,50.00%,0.25,324,81.00,4,1.23%,1.00,38,9.50,1,0.25,,,,14,3.50,18,4.50,6,42.86%,1.50,2,11.11%,0.50,3,0.75,3,100.00%,0.75,2,0.50,1,50.00%,0.25,29,7.25,19,65.52%,4.75,5,26.32%,1.25,4,21.05%,1.00,16,55.17%,4.00,11,68.75%,2.75,4,13.79%,1.00,2,50.00%,0.50,2,0.50,,,2,0.50,0.206,0.052,0.679,0.170,0.499,0.125,0.048,0.012,-0.903,-0.226,0.473,0.118,0.206,0.052,0.000,0.000,1,0.25,1,100.00%,0.25,1,100.00%,0.25,,,,1,0.31%,0.25,,,,,,,,,,,,,,,,,,,,,2,6.90%,0.50,2,0.50,,,,,,,,,,,,,,,,,1,100.00%,0.25,1,5.56%,0.25,4,28.57%,1.00,1,2.63%,0.25,,,,,,,,,,,,1,100.00%,0.25,,,,,1,100.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
